,observed_on,place_guess,latitude,longitude,place_state_name,scientific_name,common_name,iconic_taxon_name,park,state,ParkName,Park
359,2010-04-27,"Channel Islands National Park, Channel Islands, Santa Barbara County, UCNRS, US-CA, US",33.9048158671,-119.7675044768,California,Urocyon littoralis santacruzae,Santa Cruz Island Fox,Mammalia,Channel Islands National Park,CA,Channel Islands ,Channel Islands NP
360,2014-07-12,"Grand Teton National Park, Moose, WY, US",43.652004,-110.74415,Wyoming,Tamiasciurus hudsonicus,American Red Squirrel,Mammalia,Grand Teton National Park,WY,Grand Teton ,Grand Teton NP
361,2014-07-12,"Yellowstone National Park, Park County, US-WY, US",44.608448268400004,-110.5855979899,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
362,2014-07-12,"Yellowstone National Park, Park County, US-WY, US",44.864451,-110.408901,Wyoming,Ursus americanus,American Black Bear,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
363,2014-07-17,"Grand Teton National Park, Moose, WY, US",43.657841999999995,-110.81605800000001,Wyoming,Ochotona princeps,American Pika,Mammalia,Grand Teton National Park,WY,Grand Teton ,Grand Teton NP
364,2014-07-17,"Grand Teton National Park, Moose, WY, US",43.658742,-110.822427,Wyoming,Ochotona princeps,American Pika,Mammalia,Grand Teton National Park,WY,Grand Teton ,Grand Teton NP
365,2014-07-17,"Grand Teton National Park, Moose, WY, US",43.655120000000004,-110.80995700000001,Wyoming,Ochotona princeps,American Pika,Mammalia,Grand Teton National Park,WY,Grand Teton ,Grand Teton NP
366,2014-07-17,"Grand Teton National Park, Moose, WY, US",43.656915999999995,-110.81353999999999,Wyoming,Ochotona princeps,American Pika,Mammalia,Grand Teton National Park,WY,Grand Teton ,Grand Teton NP
367,2014-07-14,"Yosemite National Park, Tuolumne County, US-CA, US",37.913715,-119.26678700000001,California,Ochotona princeps,American Pika,Mammalia,Yosemite National Park,CA,Yosemite ,Yosemite NP
368,2014-07-14,"Yosemite National Park, Yosemite National Park, CA, US",37.810769,-119.484916,California,Ochotona princeps,American Pika,Mammalia,Yosemite National Park,CA,Yosemite ,Yosemite NP
369,2014-07-14,"Yosemite National Park, Yosemite National Park, CA, US",37.810691,-119.48482,California,Ochotona princeps,American Pika,Mammalia,Yosemite National Park,CA,Yosemite ,Yosemite NP
370,2014-07-20,"Glacier National Park, Glacier County, US-MT, US",48.706732,-113.494339,Montana,Ursus americanus,American Black Bear,Mammalia,Glacier National Park,MT,Glacier ,Glacier NP
371,2014-07-20,"Acadia National Park, Winter Harbor, ME, US",44.336954999999996,-68.062079,Maine,Erethizon dorsatum,North American Porcupine,Mammalia,Acadia National Park,ME,Acadia ,Acadia NP
372,2014-07-25,"Grand Teton National Park, Moose, WY, US",43.742977,-110.764495,Wyoming,Ochotona princeps,American Pika,Mammalia,Grand Teton National Park,WY,Grand Teton ,Grand Teton NP
373,2014-05-29,"Denali National Park and Preserve, Healy, AK, US",63.7278966667,-148.892075,Alaska,Ondatra zibethicus,Muskrat,Mammalia,Denali National Park,AK,Denali ,Denali NP & PRES
374,2014-07-27,"Grand Teton National Park, Moose, WY, US",43.7665633333,-110.7495033333,Wyoming,Ochotona princeps,American Pika,Mammalia,Grand Teton National Park,WY,Grand Teton ,Grand Teton NP
375,2014-07-27,"Grand Teton National Park, Moose, WY, US",43.766785,-110.755059,Wyoming,Ochotona princeps,American Pika,Mammalia,Grand Teton National Park,WY,Grand Teton ,Grand Teton NP
376,2014-07-27,"Grand Teton National Park, Teton County, US-WY, US",43.7665633333,-110.7495033333,Wyoming,Ochotona princeps,American Pika,Mammalia,Grand Teton National Park,WY,Grand Teton ,Grand Teton NP
377,2014-07-27,"Grand Teton National Park, Moose, WY, US",43.7665633333,-110.7495033333,Wyoming,Ochotona princeps,American Pika,Mammalia,Grand Teton National Park,WY,Grand Teton ,Grand Teton NP
378,2014-07-27,"North Cascades National Park Service Complex, US-WA, US",48.794721468999995,-121.3013508017,Washington,Myotis lucifugus,Little Brown Bat,Mammalia,North Cascades National Park,WA,North Cascades ,North Cascades NP
379,2014-07-27,"Yosemite National Park, Yosemite National Park, CA, US",37.876979999999996,-119.3651666667,California,Odocoileus hemionus,Mule Deer,Mammalia,Yosemite National Park,CA,Yosemite ,Yosemite NP
380,2014-07-28,"Badlands National Park, Wall, SD, US",43.802323,-102.124701,South Dakota,Antilocapra americana,Pronghorn,Mammalia,Badlands National Park,SD,Badlands ,Badlands NP
381,2014-07-30,"Big Bend National Park, Brewster County, US-TX, US",29.2686479623,-103.2625475308,Texas,Ursus americanus,American Black Bear,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
382,2014-08-01,"Yellowstone National Park, Yellowstone National Park, WY, US",44.710369,-110.499374,Wyoming,Cervus canadensis,Wapiti,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
383,2014-08-01,"Yellowstone National Park, Park County, US-WY, US",44.63048,-110.4400783333,Wyoming,Canis latrans,Coyote,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
384,2014-08-01,"Yellowstone National Park, Park County, US-WY, US",44.7910056627,-110.446139067,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
385,2014-08-01,"Yellowstone National Park, Park County, US-WY, US",44.6324056975,-110.47276696680001,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
386,2014-08-01,"Yellowstone National Park, Yellowstone National Park, WY, US",44.640121,-110.45448999999999,Wyoming,Ursidae,Bears,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
387,2014-07-31,"Yellowstone National Park, Teton County, US-WY, US",44.559175,-110.396442,Wyoming,Cervus canadensis canadensis,Rocky Mountain Elk,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
388,2014-07-31,"Yellowstone National Park, Park County, US-WY, US",44.6279399484,-110.34017282379999,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
389,2014-07-31,"Yellowstone National Park, Park County, US-WY, US",44.7022441716,-110.4277162965,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
390,2014-07-31,"Yellowstone National Park, Park County, US-WY, US",44.77403130689999,-110.57467621389999,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
391,2014-07-31,"Yellowstone National Park, Park County, US-WY, US",44.6402754779,-110.5081096366,Wyoming,Ursus arctos horribilis,Grizzly Bear,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
392,2014-07-31,"Yellowstone National Park, Park County, US-WY, US",44.7750521974,-110.5975167041,Wyoming,Canis lupus,Gray Wolf,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
393,2014-08-01,"Yellowstone National Park, Park County, US-WY, US",44.6277946759,-110.5296152264,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
394,2014-08-01,"Yellowstone National Park, Park County, US-WY, US",44.646930366199996,-110.4864492981,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
395,2014-08-02,"Yellowstone National Park, Teton County, US-WY, US",44.420145,-110.5737916667,Wyoming,Cervus canadensis,Wapiti,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
396,2014-07-18,"Yosemite National Park, Tuolumne County, US-CA, US",37.76091738,-119.24881096,California,Marmota flaviventris,Yellow-bellied Marmot,Mammalia,Yosemite National Park,CA,Yosemite ,Yosemite NP
397,2014-07-19,"Yosemite National Park, Tuolumne County, US-CA, US",37.79467529,-119.26231029,California,Marmota flaviventris,Yellow-bellied Marmot,Mammalia,Yosemite National Park,CA,Yosemite ,Yosemite NP
398,2014-07-19,"Yosemite National Park, Tuolumne County, US-CA, US",37.79543225,-119.2625544,California,Urocitellus beldingi,Belding's Ground Squirrel,Mammalia,Yosemite National Park,CA,Yosemite ,Yosemite NP
399,2014-06-27,"Glacier National Park, Glacier County, US-MT, US",48.924809206999996,-113.71540246059999,Montana,Ursus arctos horribilis,Grizzly Bear,Mammalia,Glacier National Park,MT,Glacier ,Glacier NP
400,2014-08-08,"Big Bend National Park, Big Bend National Park, TX, US",29.29444,-103.275456,Texas,Odocoileus virginianus carminis,Sierra del Carmen White-tailed Deer,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
401,2014-08-08,"Big Bend National Park, Brewster County, US-TX, US",29.294090999999998,-103.2751,Texas,Canidae,Canines,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
402,2014-08-08,"Zion National Park, Zion, Washington County, US-UT, US",37.291345,-112.9468783333,Utah,Odocoileus hemionus,Mule Deer,Mammalia,Zion National Park,UT,Zion ,Zion NP
403,2014-07-22,"Yellowstone National Park, Park County, US-WY, US",44.75681048,-110.5120070235,Wyoming,Ursus arctos,Brown Bear,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
404,2014-07-16,"Glacier Bay National Park, Hoonah-Angoon County, US-AK, US",58.6886785978,-136.1372080811,Alaska,Eumetopias jubatus,Steller Sea Lion,Mammalia,Glacier Bay National Park,AK,Glacier Bay ,Glacier Bay NP & PRES
405,2014-07-16,"Glacier Bay National Park, Hoonah-Angoon County, US-AK, US",58.9303992116,-136.2744781426,Alaska,Ursus arctos,Brown Bear,Mammalia,Glacier Bay National Park,AK,Glacier Bay ,Glacier Bay NP & PRES
406,2014-07-22,"Denali National Park, Denali County, US-AK, US",63.721318623100004,-149.5774793569,Alaska,Ursus arctos horribilis,Grizzly Bear,Mammalia,Denali National Park,AK,Denali ,Denali NP & PRES
407,2014-07-22,"Denali National Park, Denali County, US-AK, US",63.7255678062,-149.472874016,Alaska,Rangifer tarandus,Caribou,Mammalia,Denali National Park,AK,Denali ,Denali NP & PRES
408,2014-07-22,"Denali National Park, Denali County, US-AK, US",63.6091544524,-149.42692631129998,Alaska,Rangifer tarandus,Caribou,Mammalia,Denali National Park,AK,Denali ,Denali NP & PRES
409,2014-07-22,"Denali National Park, Denali County, US-AK, US",63.70445941609999,-149.5684892667,Alaska,Ursus arctos horribilis,Grizzly Bear,Mammalia,Denali National Park,AK,Denali ,Denali NP & PRES
410,2014-07-22,"Denali National Park, Denali County, US-AK, US",63.728884613999995,-149.5345245646,Alaska,Rangifer tarandus,Caribou,Mammalia,Denali National Park,AK,Denali ,Denali NP & PRES
411,2014-07-22,"Denali National Park, Denali County, US-AK, US",63.6325902384,-149.49600901879998,Alaska,Rangifer tarandus,Caribou,Mammalia,Denali National Park,AK,Denali ,Denali NP & PRES
412,2014-06-22,"Yellowstone National Park, Park County, US-WY, US",44.668655124,-110.5599677746,Wyoming,Bison bison bison,Plains Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
413,2014-08-08,"North Cascades National Park, North Cascades National Park Service Complex, Chelan County, US-WA, US",48.467558000000004,-121.058968,Washington,Callospermophilus saturatus,Cascade Golden-mantled Ground Squirrel,Mammalia,North Cascades National Park,WA,North Cascades ,North Cascades NP
414,2014-08-14,"Big Bend National Park, Big Bend National Park, TX, US",29.340521999999996,-103.256086,Texas,Pecari tajacu,Collared Peccary,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
415,2014-08-15,"Big Bend National Park, Brewster County, US-TX, US",29.332856,-103.354435,Texas,Sylvilagus audubonii,Desert Cottontail,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
416,2014-08-14,"Big Bend National Park, Brewster County, US-TX, US",29.339669,-103.256202,Texas,Carnivora,Carnivorans,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
417,2014-08-15,"Big Bend National Park, Brewster County, US-TX, US",29.332126000000002,-103.353973,Texas,Dipodomys,Kangaroo Rats,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
418,2014-08-16,"Big Bend National Park, Brewster County, US-TX, US",29.255958000000003,-103.179777,Texas,Puma concolor,Mountain Lion,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
419,2014-08-17,"Big Bend National Park, Brewster County, US-TX, US",29.304116999999998,-103.47969599999999,Texas,Canis latrans,Coyote,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
420,2014-08-18,"Big Bend National Park, Brewster County, US-TX, US",29.342939,-103.330568,Texas,Canis latrans,Coyote,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
421,2014-08-18,"Big Bend National Park, Brewster County, US-TX, US",29.34207,-103.329951,Texas,Carnivora,Carnivorans,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
422,2014-08-06,"Denali National Park, Denali County, US-AK, US",63.5246496062,-149.6636555559,Alaska,Ursus arctos horribilis,Grizzly Bear,Mammalia,Denali National Park,AK,Denali ,Denali NP & PRES
425,2014-08-06,"Denali National Park, Denali County, US-AK, US",63.464872474399996,-149.9475249275,Alaska,Rangifer tarandus,Caribou,Mammalia,Denali National Park,AK,Denali ,Denali NP & PRES
426,2014-08-05,"Sequoia National Park, Three Rivers, CA, US",36.4510583333,-118.6146866667,California,Ursus americanus,American Black Bear,Mammalia,Sequoia and Kings Canyon National Park,CA,Sequoia and Kings Canyon ,Sequoia and Kings Canyon NP
427,2014-07-20,"Yellowstone National Park, Yellowstone National Park, WY, US",44.856171,-110.41056599999999,Wyoming,Ursus americanus,American Black Bear,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
428,2014-07-18,"Yellowstone National Park, Yellowstone National Park, WY, US",44.806785,-110.435799,Wyoming,Vulpes vulpes,Red Fox,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
429,2014-07-15,"Yellowstone National Park, Park County, US-WY, US",44.6825918028,-110.6054988253,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
430,2014-08-03,"Kings Canyon/sequoia, Kings Canyon National Park, Sequoia and Kings Canyon National Parks, Tulare County, US-CA, US",36.716675,-118.89816944440001,California,Marmota flaviventris,Yellow-bellied Marmot,Mammalia,Sequoia and Kings Canyon National Park,CA,Sequoia and Kings Canyon ,Sequoia and Kings Canyon NP
431,2014-08-25,"Rocky Mountain, Rocky Mountain National Park, Rocky Mountain National Park, Larimer County, US-CO, US",40.440875,-105.754449,Colorado,Cervus canadensis,Wapiti,Mammalia,Rocky Mountain National Park,CO,Rocky Mountain ,Rocky Mountain NP
432,2014-08-25,"Yosemite National Park, Yosemite National Park, CA, US",37.67305,-119.636125,California,Canis latrans,Coyote,Mammalia,Yosemite National Park,CA,Yosemite ,Yosemite NP
433,2014-08-23,"Yosemite National Park, Yosemite Ntl Park, CA, US",37.8160166667,-119.4097133333,California,Marmota flaviventris,Yellow-bellied Marmot,Mammalia,Yosemite National Park,CA,Yosemite ,Yosemite NP
434,2014-08-26,"Yosemite National Park, Mariposa County, US-CA, US",37.663317,-119.621648,California,Tamiasciurus douglasii,Douglas' Squirrel,Mammalia,Yosemite National Park,CA,Yosemite ,Yosemite NP
435,2014-08-02,"Kings Canyon/sequoia, Sequoia National Park, Sequoia and Kings Canyon National Parks, Tulare County, US-CA, US",36.5903166667,-118.7484583333,California,Ursus americanus,American Black Bear,Mammalia,Sequoia and Kings Canyon National Park,CA,Sequoia and Kings Canyon ,Sequoia and Kings Canyon NP
436,2014-08-29,"Petrified Forest National Park, Chambers, AZ, US",34.9956783333,-109.798905,Arizona,Dipodomys ordii,Ord's Kangaroo Rat,Mammalia,Petrified Forest National Park,AZ,Petrified Forest ,Petrified Forest NP
437,2014-08-30,"Yellowstone National Park, US",44.876381606,-110.2082005336,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
438,2014-08-29,"Yellowstone National Park, US",44.841559588500004,-110.3492358767,Wyoming,Ovis canadensis,Bighorn Sheep,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
439,2014-08-22,"Denali National Park and Preserve, Denali National Park, AK, US",63.576218999999995,-149.837036,Alaska,Canis latrans,Coyote,Mammalia,Denali National Park,AK,Denali ,Denali NP & PRES
440,2014-09-11,"Mount Rainier, Mount Rainier National Park, Lewis County, US-WA, US",46.76257479,-121.73335837,Washington,Ochotona princeps,American Pika,Mammalia,Mount Rainier National Park,WA,Mount Rainier ,Mount Rainier NP
441,2014-09-11,"Mount Rainier, Mount Rainier National Park, Lewis County, US-WA, US",46.75830101,-121.73532438,Washington,Marmota caligata,Hoary Marmot,Mammalia,Mount Rainier National Park,WA,Mount Rainier ,Mount Rainier NP
442,2014-08-14,"Denali National Park and Preserve, Healy, AK, US",63.652659,-148.860626,Alaska,Lontra canadensis,North American River Otter,Mammalia,Denali National Park,AK,Denali ,Denali NP & PRES
443,2014-09-12,"Mount Rainier, Mount Rainier National Park, Pierce County, US-WA, US",46.86903476,-121.52012056,Washington,Ochotona princeps,American Pika,Mammalia,Mount Rainier National Park,WA,Mount Rainier ,Mount Rainier NP
444,2014-07-26,"Rocky Mountain, Rocky Mountain National Park, Rocky Mountain National Park, Grand County, US-CO, US",40.3089968342,-105.6932938099,Colorado,Marmota flaviventris,Yellow-bellied Marmot,Mammalia,Rocky Mountain National Park,CO,Rocky Mountain ,Rocky Mountain NP
445,2014-09-14,"Rocky Mountain, Rocky Mountain National Park, Rocky Mountain National Park, Grand County, US-CO, US",40.3091154652,-105.692159906,Colorado,Marmota flaviventris,Yellow-bellied Marmot,Mammalia,Rocky Mountain National Park,CO,Rocky Mountain ,Rocky Mountain NP
446,2014-09-12,"Glacier Bay National Park and Preserve, Gustavus, AK, US",58.4710783333,-135.8488616667,Alaska,Erethizon dorsatum,North American Porcupine,Mammalia,Glacier Bay National Park,AK,Glacier Bay ,Glacier Bay NP & PRES
447,2014-09-14,"Big Bend National Park, Brewster County, US-TX, US",29.206892,-103.361003,Texas,Odocoileus,White-tailed and Mule Deer,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
448,2014-09-22,"Yellowstone National Park, US",44.943959238000005,-110.25298293110001,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
449,2014-09-22,"Yellowstone National Park, US",44.6027108391,-110.92565052129999,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
450,2014-09-10,"Yellowstone National Park, Park County, US-WY, US",44.6506701262,-110.5067726149,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
451,2014-09-10,"Yellowstone National Park, Park County, US-WY, US",44.7225865199,-110.4658498686,Wyoming,Ursus arctos,Brown Bear,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
452,2010-08-07,"Yellowstone National Park, US",44.975909100500004,-110.44923821329999,Wyoming,Ursus arctos horribilis,Grizzly Bear,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
453,2010-08-06,"Yellowstone National Park, US-WY, US",44.5716473388,-110.6101139039,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
454,2014-09-26,"Big Bend National Park, Big Bend National Park, TX, US",29.315028,-103.21323000000001,Texas,Pecari tajacu,Collared Peccary,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
455,2013-06-30,"Yellowstone National Park, Park County, US-WY, US",44.4895760075,-110.5623534318,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
456,2014-09-28,"Big Bend National Park, Brewster County, US-TX, US",29.388690898000004,-103.3618120352,Texas,Ursus americanus,American Black Bear,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
457,2014-09-28,"Big Bend National Park, Brewster County, US-TX, US",29.336315000000003,-103.330826,Texas,Canis latrans,Coyote,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
458,2010-08-07,"Yellowstone National Park, Park County, US-WY, US",44.646430886000005,-110.47124113940001,Wyoming,Ovis canadensis canadensis,Rocky Mountain Bighorn Sheep,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
460,2014-09-25,"Yellowstone National Park, US",44.770608868800004,-110.8525413766,Wyoming,Canis lupus,Gray Wolf,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
461,2014-09-26,"Yellowstone National Park, US",44.431491018500004,-110.9505659679,Wyoming,Bison bison bison,Plains Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
462,2014-09-23,"Yellowstone National Park, US",44.568725977,-110.85275656799999,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
463,2014-09-24,"Yellowstone National Park, US",44.8338019838,-110.59271178510001,Wyoming,Ovis canadensis,Bighorn Sheep,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
464,2014-09-26,"Yellowstone National Park, US-WY, US",44.579459787,-110.8339764989,Wyoming,Bison bison bison,Plains Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
465,2014-09-25,"Yellowstone National Park, US",44.646764058100004,-110.9988351777,Wyoming,Bison bison bison,Plains Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
466,2014-09-25,"Yellowstone National Park, US",44.605669344700004,-110.9546326198,Wyoming,Bison bison bison,Plains Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
467,2014-09-25,"Yellowstone National Park, US",44.774217586800006,-110.9067813313,Wyoming,Bison bison bison,Plains Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
468,2014-10-04,"Big Bend National Park, Brewster County, US-TX, US",29.205715,-103.357625,Texas,Puma concolor,Mountain Lion,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
469,2014-10-04,"Big Bend National Park, Brewster County, US-TX, US",29.2645166139,-103.3526215601,Texas,Ursus americanus,American Black Bear,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
470,2014-10-18,"Yosemite National Park, Mariposa County, US-CA, US",37.743961999999996,-119.57693300000001,California,Odocoileus hemionus,Mule Deer,Mammalia,Yosemite National Park,CA,Yosemite ,Yosemite NP
471,2014-10-20,"Sevier County, Great Smoky Mountains National Park, US-TN, US",35.67671401,-83.45307973,Tennessee,Odocoileus virginianus,White-tailed Deer,Mammalia,Great Smoky Mountains National Park,TN,Great Smoky Mountains ,Great Smoky Mountains NP
472,2014-10-28,"Arches National Park, Thompson, UT, US",38.7863383333,-109.5986783333,Utah,Sylvilagus audubonii,Desert Cottontail,Mammalia,Arches National Park,UT,Arches ,Arches NP
473,2014-10-31,"Big Bend National Park, Brewster County, US-TX, US",29.2855029288,-103.28379900510001,Texas,Ursus americanus,American Black Bear,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
474,2014-07-24,"Wind Cave National Park, Custer, SD, US",43.568475,-103.4820716667,South Dakota,Bison bison,American Bison,Mammalia,Wind Cave National Park,SD,Wind Cave ,Wind Cave NP
475,2014-11-14,"Grand Canyon, Grand Canyon National Park, Coconino County, US-AZ, US",36.0137897511,-111.8670165968,Arizona,Ovis canadensis,Bighorn Sheep,Mammalia,Grand Canyon National Park,AZ,Grand Canyon ,Grand Canyon NP
477,2014-11-24,"Petrified Forest National Park, Chambers, AZ, US",35.066122,-109.78053,Arizona,Canis latrans,Coyote,Mammalia,Petrified Forest National Park,AZ,Petrified Forest ,Petrified Forest NP
478,2014-11-01,"Saguaro, Saguaro National Park, Pima County, US-AZ, US",32.171608,-110.72603000000001,Arizona,Urocyon cinereoargenteus,Gray Fox,Mammalia,Saguaro National Park,AZ,Saguaro ,Saguaro NP
479,2014-11-24,"Yosemite National Park, Mariposa County, US-CA, US",37.734769,-119.564282,California,Odocoileus hemionus,Mule Deer,Mammalia,Yosemite National Park,CA,Yosemite ,Yosemite NP
480,2012-04-27,"Grand Canyon, Grand Canyon National Park, Coconino County, US-AZ, US",36.005812,-112.04713600000001,Arizona,Sciurus aberti,Abert's Squirrel,Mammalia,Grand Canyon National Park,AZ,Grand Canyon ,Grand Canyon NP
481,2014-11-12,"Saguaro, Saguaro National Park, Pima County, US-AZ, US",32.1716,-110.726,Arizona,Lynx rufus,Bobcat,Mammalia,Saguaro National Park,AZ,Saguaro ,Saguaro NP
482,2014-12-07,"Yosemite National Park, CA, US",37.702642,-119.75020400000001,California,Odocoileus hemionus,Mule Deer,Mammalia,Yosemite National Park,CA,Yosemite ,Yosemite NP
483,2014-07-26,"Yellowstone National Park, US",44.9376877875,-110.3015671495,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
484,2012-01-04,"Yellowstone National Park, Yellowstone National Park, WY, US",44.588394,-110.337025,Wyoming,Sciuridae,Squirrels,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
486,2014-12-14,"Petrified Forest National Park, Chambers, AZ, US",35.081231,-109.78639,Arizona,Odocoileus hemionus,Mule Deer,Mammalia,Petrified Forest National Park,AZ,Petrified Forest ,Petrified Forest NP
488,2014-12-11,"Big Bend National Park, Brewster County, US-TX, US",29.3826457071,-103.031299135,Texas,Odocoileus hemionus,Mule Deer,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
489,2014-12-11,"Big Bend National Park, Brewster County, US-TX, US",29.241102263600002,-103.2968835157,Texas,Canis latrans,Coyote,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
490,2014-12-10,"Big Bend National Park, Brewster County, US-TX, US",29.447254121599997,-103.0338044586,Texas,Canis latrans,Coyote,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
491,2014-12-09,"Big Bend National Park, Brewster County, US-TX, US",29.403037573899997,-103.1705071799,Texas,Odocoileus hemionus,Mule Deer,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
492,2014-12-09,"Big Bend National Park, Brewster County, US-TX, US",29.3679384413,-103.13054793129999,Texas,Pecari tajacu,Collared Peccary,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
493,2014-12-09,"Big Bend National Park, Brewster County, US-TX, US",29.3377487287,-103.0253802492,Texas,Neotoma,Woodrats,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
494,2014-12-09,"Big Bend National Park, Brewster County, US-TX, US",29.3914672427,-103.2763084251,Texas,Lepus californicus,Black-tailed Jackrabbit,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
495,2014-07-03,"Yellowstone National Park, Teton County, US-WY, US",44.326035763,-110.50283333649999,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
496,2014-12-31,"Yellowstone National Park, Park County, US-WY, US",44.616818091199995,-110.6502534377,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
497,2015-01-01,"Yellowstone National Park, Yellowstone National Park, WY, US",44.7171033333,-110.7240166667,Wyoming,Vulpes vulpes,Red Fox,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
498,2014-12-31,"Yellowstone National Park, Park County, US-WY, US",44.6279366646,-110.7202585319,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
499,2014-12-30,"Yellowstone National Park, Yellowstone National Park, WY, US",44.921645,-110.42778,Wyoming,Alces alces,Moose,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
