,observed_on,place_guess,latitude,longitude,place_state_name,scientific_name,common_name,iconic_taxon_name,park,state,ParkName,Park
500,2014-12-30,"Yellowstone National Park, Yellowstone National Park, WY, US",44.9745216667,-110.7044033333,Wyoming,Cervus canadensis canadensis,Rocky Mountain Elk,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
501,2014-12-30,"Yellowstone National Park, US",44.816271245500005,-110.30769796690001,Wyoming,Canis lupus,Gray Wolf,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
502,2014-12-30,"Yellowstone National Park, Yellowstone National Park, WY, US",44.9552883333,-110.598895,Wyoming,Canis latrans,Coyote,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
503,2015-01-02,"Yellowstone National Park, US",44.447579121400004,-110.97514438350001,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
504,2015-01-02,"Yellowstone National Park, Yellowstone National Park, WY, US",44.64898,-110.9414033333,Wyoming,Canis latrans,Coyote,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
505,2015-01-02,"Yellowstone National Park, Yellowstone National Park, WY, US",44.6648633333,-110.96674499999999,Wyoming,Ondatra zibethicus,Muskrat,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
506,2015-01-04,"Yellowstone National Park, US",44.4573239371,-110.9736100084,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
507,2001-07-06,"Yellowstone National Park, Yellowstone National Park, WY, US",44.562508,-110.501921,Wyoming,Alces alces,Moose,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
509,2013-10-20,"Channel Islands National Park, Channel Islands, Santa Barbara County, UCNRS, US-CA, US",34.086767440900005,-119.71156289139999,California,Urocyon littoralis santacruzae,Santa Cruz Island Fox,Mammalia,Channel Islands National Park,CA,Channel Islands ,Channel Islands NP
510,2015-01-24,"Badlands National Park, Interior, SD, US",43.74818,-101.942988,South Dakota,Antilocapra americana,Pronghorn,Mammalia,Badlands National Park,SD,Badlands ,Badlands NP
511,2015-01-02,"Saguaro, Saguaro National Park, Pima County, US-AZ, US",32.171499,-110.72609399999999,Arizona,Lynx rufus,Bobcat,Mammalia,Saguaro National Park,AZ,Saguaro ,Saguaro NP
512,2015-01-18,"Everglades National Park, Monroe County, US-FL, US",25.1697929484,-80.8666262333,Florida,Trichechus manatus latirostris,Florida Manatee,Mammalia,Everglades National Park,FL,Everglades ,Everglades NP
513,2015-02-21,"Channel Islands National Park, Channel Islands, Santa Barbara County, US-CA, US",34.1195177266,-119.78986342450001,California,Urocyon littoralis,Island Fox,Mammalia,Channel Islands National Park,CA,Channel Islands ,Channel Islands NP
514,2015-02-21,"Channel Islands National Park, Channel Islands, Santa Barbara County, US-CA, US",34.0108680528,-119.6602111318,California,Urocyon littoralis,Island Fox,Mammalia,Channel Islands National Park,CA,Channel Islands ,Channel Islands NP
515,2015-02-21,"Channel Islands National Park, Channel Islands, Santa Barbara County, US-CA, US",34.0935229146,-119.74085418979999,California,Urocyon littoralis santacruzae,Santa Cruz Island Fox,Mammalia,Channel Islands National Park,CA,Channel Islands ,Channel Islands NP
516,2015-02-21,"Channel Islands National Park, Channel Islands, Santa Barbara County, US-CA, US",34.186069371500004,-119.6640513744,California,Urocyon littoralis santacruzae,Santa Cruz Island Fox,Mammalia,Channel Islands National Park,CA,Channel Islands ,Channel Islands NP
517,2015-02-21,"Channel Islands National Park, Channel Islands, Santa Barbara County, US-CA, US",34.171572575300004,-119.6567466104,California,Urocyon littoralis santacruzae,Santa Cruz Island Fox,Mammalia,Channel Islands National Park,CA,Channel Islands ,Channel Islands NP
518,2014-05-05,"Yosemite National Park, Mariposa County, US-CA, US",37.746855,-119.59166666670001,California,Odocoileus hemionus,Mule Deer,Mammalia,Yosemite National Park,CA,Yosemite ,Yosemite NP
519,2015-03-10,"Big Bend National Park, Big Bend National Park, TX, US",29.290948999999998,-103.23305699999999,Texas,Odocoileus virginianus carminis,Sierra del Carmen White-tailed Deer,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
520,2015-03-12,"Everglades National Park, Monroe County, US-FL, US",25.0925314717,-80.91817612,Florida,Trichechus manatus latirostris,Florida Manatee,Mammalia,Everglades National Park,FL,Everglades ,Everglades NP
521,2013-05-14,"Grand Canyon, Grand Canyon National Park, Coconino County, US-AZ, US",36.3293287941,-112.6484489811,Arizona,Ovis canadensis nelsoni,Desert Bighorn Sheep,Mammalia,Grand Canyon National Park,AZ,Grand Canyon ,Grand Canyon NP
522,2015-03-12,"Everglades National Park, Monroe County, US-FL, US",25.0323906682,-80.8036505155,Florida,Trichechus manatus,West Indian Manatee,Mammalia,Everglades National Park,FL,Everglades ,Everglades NP
524,2015-04-02,"Petrified Forest National Park, Holbrook, AZ, US",34.806709999999995,-109.877498,Arizona,Antilocapra americana,Pronghorn,Mammalia,Petrified Forest National Park,AZ,Petrified Forest ,Petrified Forest NP
525,2015-03-29,"Pinnacles National Park, Paicines, CA, US",36.469922,-121.155442,California,Sciurus niger,Fox Squirrel,Mammalia,Pinnacles National Park,CA,Pinnacles ,Pinnacles NP
526,2015-04-06,"Badlands National Park, Interior, SD, US",43.74915,-101.941839,South Dakota,Lynx rufus,Bobcat,Mammalia,Badlands National Park,SD,Badlands ,Badlands NP
527,2015-04-07,"Yosemite National Park, Mariposa County, US-CA, US",37.749633789099995,-119.59568786620001,California,Otospermophilus beecheyi,California Ground Squirrel,Mammalia,Yosemite National Park,CA,Yosemite ,Yosemite NP
528,2015-04-02,"Yosemite National Park, Mariposa County, US-CA, US",37.7444992065,-119.5935287476,California,Odocoileus hemionus,Mule Deer,Mammalia,Yosemite National Park,CA,Yosemite ,Yosemite NP
529,2015-04-14,"Rocky Mountain, Rocky Mountain National Park, Rocky Mountain National Park, Larimer County, US-CO, US",40.3495306691,-105.592363961,Colorado,Cervus canadensis canadensis,Rocky Mountain Elk,Mammalia,Rocky Mountain National Park,CO,Rocky Mountain ,Rocky Mountain NP
530,2014-07-13,"Kings Canyon/sequoia, Sequoia National Park, Sequoia and Kings Canyon National Parks, Tulare County, US-CA, US",36.577903000000006,-118.748217,California,Marmota flaviventris,Yellow-bellied Marmot,Mammalia,Sequoia and Kings Canyon National Park,CA,Sequoia and Kings Canyon ,Sequoia and Kings Canyon NP
531,2014-07-13,"Kings Canyon/sequoia, Sequoia National Park, Sequoia and Kings Canyon National Parks, Tulare County, US-CA, US",36.577145,-118.749,California,Ursus americanus,American Black Bear,Mammalia,Sequoia and Kings Canyon National Park,CA,Sequoia and Kings Canyon ,Sequoia and Kings Canyon NP
532,2014-07-13,"Kings Canyon/sequoia, Sequoia National Park, Sequoia and Kings Canyon National Parks, Tulare County, US-CA, US",36.616682,-118.78485,California,Ursus americanus,American Black Bear,Mammalia,Sequoia and Kings Canyon National Park,CA,Sequoia and Kings Canyon ,Sequoia and Kings Canyon NP
533,2014-07-14,"Kings Canyon/sequoia, Kings Canyon National Park, Sequoia and Kings Canyon National Parks, Fresno County, US-CA, US",36.753060999999995,-118.945673,California,Neotamias speciosus,Lodgepole Chipmunk,Mammalia,Sequoia and Kings Canyon National Park,CA,Sequoia and Kings Canyon ,Sequoia and Kings Canyon NP
534,2014-06-07,"Denali National Park, Matanuska-Susitna County, US-AK, US",63.278708315,-149.5183724298,Alaska,Rangifer tarandus,Caribou,Mammalia,Denali National Park,AK,Denali ,Denali NP & PRES
535,2014-09-02,"Yellowstone National Park, Park County, US-WY, US",44.542181718900004,-110.4086450141,Wyoming,Ursus arctos,Brown Bear,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
536,2014-09-03,"Yellowstone National Park, Park County, US-WY, US",44.4791425416,-110.499622486,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
537,2014-09-03,"Yellowstone National Park, Park County, US-WY, US",44.5382628315,-110.58442719530001,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
538,2012-07-17,"Yellowstone National Park, Yellowstone National Park, WY, US",44.733102,-110.50995400000001,Wyoming,Cervus canadensis canadensis,Rocky Mountain Elk,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
539,2013-07-16,"Yellowstone National Park, Park County, US-WY, US",44.6652819788,-110.66281877600001,Wyoming,Ursus arctos horribilis,Grizzly Bear,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
540,2013-07-16,"Yellowstone National Park, US-WY, US",44.709087393100006,-110.7468676901,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
541,2013-07-16,"Yellowstone National Park, Yellowstone National Park, WY, US",44.883945000000004,-110.73338799999999,Wyoming,Alces alces,Moose,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
542,2015-02-28,"Big Bend National Park, Brewster County, US-TX, US",29.163377,-103.447282,Texas,Lynx rufus,Bobcat,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
544,2014-11-20,"Yellowstone National Park, US-WY, US",44.52001,-110.621338,Wyoming,Ursus americanus,American Black Bear,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
545,2014-11-21,"Yellowstone National Park, US-WY, US",44.52001,-110.621338,Wyoming,Odocoileus hemionus,Mule Deer,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
546,2015-04-30,"Big Bend National Park, Brewster County, US-TX, US",29.241535139299998,-103.3142751006,Texas,Ursus americanus,American Black Bear,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
547,2015-05-01,"Big Bend National Park, Big Bend National Park, TX, US",29.1816583333,-103.4290166667,Texas,Dipodomys merriami,Merriam's Kangaroo Rat,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
548,2015-05-02,"Yosemite National Park, Mariposa County, US-CA, US",37.727164,-119.54295,California,Otospermophilus beecheyi,California Ground Squirrel,Mammalia,Yosemite National Park,CA,Yosemite ,Yosemite NP
549,2015-05-05,"Everglades National Park, Monroe County, US-FL, US",25.1679377886,-80.9806941157,Florida,Trichechus manatus latirostris,Florida Manatee,Mammalia,Everglades National Park,FL,Everglades ,Everglades NP
550,2014-08-02,"Glacier National Park, Glacier County, US-MT, US",48.814099,-113.659058,Montana,Marmota flaviventris,Yellow-bellied Marmot,Mammalia,Glacier National Park,MT,Glacier ,Glacier NP
551,2012-07-02,"Glacier National Park, Glacier County, US-MT, US",48.774293,-113.75518799999999,Montana,Oreamnos americanus,Mountain Goat,Mammalia,Glacier National Park,MT,Glacier ,Glacier NP
552,2015-04-08,"Canyonlands National Park, Wayne County, US-UT, US",38.22631501,-109.99068899,Utah,Marmotini,Holarctic Ground Squirrels and Chipmunks,Mammalia,Canyonlands National Park,UT,Canyonlands ,Canyonlands NP
553,2015-05-10,"Yellowstone National Park, US",44.843980467,-110.27503414520001,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
554,2015-05-10,"Yellowstone National Park, Park County, US-WY, US",44.6352387751,-110.59994426870001,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
555,2015-05-16,"Hawaii Volcanoes National Park, Hawaii County, US-HI, US",19.29257386,-155.14733483,Hawaii,Sus scrofa,Wild Boar,Mammalia,Hawaii Volcanoes National Park,HI,Hawaii Volcanoes ,Hawaii Volcanoes NP
557,2015-05-14,"Saguaro National Park, Tucson, AZ, US",32.210981,-110.725035,Arizona,Xerospermophilus tereticaudus,Round-tailed Ground Squirrel,Mammalia,Saguaro National Park,AZ,Saguaro ,Saguaro NP
558,2013-09-25,"Yellowstone National Park, Park County, US-WY, US",44.4108971119,-110.483589886,Wyoming,Ursus arctos,Brown Bear,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
559,2014-09-15,"Grand Canyon, Grand Canyon National Park, Coconino County, US-AZ, US",36.038550177800005,-112.0749664307,Arizona,Cervus canadensis,Wapiti,Mammalia,Grand Canyon National Park,AZ,Grand Canyon ,Grand Canyon NP
560,2013-09-13,"Glacier National Park, Flathead County, US-MT, US",48.64016871810001,-113.76342773440001,Montana,Oreamnos americanus,Mountain Goat,Mammalia,Glacier National Park,MT,Glacier ,Glacier NP
561,2015-05-02,"Yellowstone National Park, Park County, US-WY, US",44.4973848975,-110.5464395701,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
562,2013-09-15,"Glacier National Park, Flathead County, US-MT, US",48.651056957399994,-113.7689208984,Montana,Alces alces,Moose,Mammalia,Glacier National Park,MT,Glacier ,Glacier NP
564,2014-06-07,"Denali National Park, Denali County, US-AK, US",63.739568000000006,-148.906717,Alaska,Lynx canadensis,Canada Lynx,Mammalia,Denali National Park,AK,Denali ,Denali NP & PRES
565,2014-06-07,"Denali National Park, Denali County, US-AK, US",63.721828,-149.436035,Alaska,Ursus arctos,Brown Bear,Mammalia,Denali National Park,AK,Denali ,Denali NP & PRES
566,2014-06-07,"Denali National Park, Denali County, US-AK, US",63.719899,-149.385867,Alaska,Ursus arctos,Brown Bear,Mammalia,Denali National Park,AK,Denali ,Denali NP & PRES
567,2014-06-07,"Denali National Park, Denali County, US-AK, US",63.712925,-149.238324,Alaska,Alces alces,Moose,Mammalia,Denali National Park,AK,Denali ,Denali NP & PRES
568,2014-06-07,"Denali National Park, Denali County, US-AK, US",63.726216,-149.41638,Alaska,Vulpes vulpes,Red Fox,Mammalia,Denali National Park,AK,Denali ,Denali NP & PRES
569,2014-06-07,"Denali National Park, Denali County, US-AK, US",63.727698,-149.43938300000002,Alaska,Ovis dalli dalli,Dall's Sheep,Mammalia,Denali National Park,AK,Denali ,Denali NP & PRES
570,2014-06-07,"Denali National Park, Denali County, US-AK, US",63.7779398304,-149.367761151,Alaska,Rangifer tarandus,Caribou,Mammalia,Denali National Park,AK,Denali ,Denali NP & PRES
571,2015-05-23,"Big Bend National Park, Brewster County, US-TX, US",29.264577000000003,-103.330021,Texas,Odocoileus virginianus carminis,Sierra del Carmen White-tailed Deer,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
572,2015-05-23,"Big Bend National Park, Brewster County, US-TX, US",29.26268,-103.332424,Texas,Rodentia,Rodents,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
573,2015-05-23,"Big Bend National Park, Brewster County, US-TX, US",29.3217081558,-103.22632265909999,Texas,Ursus americanus,American Black Bear,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
574,2015-05-23,"Big Bend National Park, Brewster County, US-TX, US",29.3491211783,-103.3793393739,Texas,Ursus americanus,American Black Bear,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
575,2015-06-02,"Cuyahoga Valley National Park, Peninsula, OH, US",41.241299,-81.551062,Ohio,Parascalops breweri,Hairy-tailed Mole,Mammalia,Cuyahoga Valley National Park,OH,Cuyahoga Valley ,Cuyahoga Valley NP
577,2015-05-30,"Mount Rainier National Park, Packwood, WA, US",46.7358966667,-121.56861166670001,Washington,Callospermophilus saturatus,Cascade Golden-mantled Ground Squirrel,Mammalia,Mount Rainier National Park,WA,Mount Rainier ,Mount Rainier NP
578,2015-06-04,"Big Bend National Park, Brewster County, US-TX, US",29.324575424200003,-103.3797683716,Texas,Dipodomys merriami,Merriam's Kangaroo Rat,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
579,2015-05-05,"Yellowstone National Park, US",44.413702325299994,-110.98753159520001,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
580,2015-06-07,"Big Bend National Park, Brewster County, US-TX, US",29.346289000000002,-103.345069,Texas,Puma concolor,Mountain Lion,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
581,2015-05-26,"Redwood National Park, Humboldt County, US-CA, US",41.214362,-124.00991699999999,California,Scapanus orarius,Coast Mole,Mammalia,Redwood National Park,CA,Redwood ,Redwood NP
582,2015-05-27,"Redwood National Park, Humboldt County, US-CA, US",41.216938,-124.01388600000001,California,Ursus americanus,American Black Bear,Mammalia,Redwood National Park,CA,Redwood ,Redwood NP
583,2015-06-13,"Rocky Mountain, Rocky Mountain National Park, Rocky Mountain National Park, Larimer County, US-CO, US",40.44335,-105.75161999999999,Colorado,Marmota flaviventris,Yellow-bellied Marmot,Mammalia,Rocky Mountain National Park,CO,Rocky Mountain ,Rocky Mountain NP
584,2015-06-13,"Rocky Mountain, Rocky Mountain National Park, Rocky Mountain National Park, Grand County, US-CO, US",40.366654,-105.854717,Colorado,Cervus canadensis,Wapiti,Mammalia,Rocky Mountain National Park,CO,Rocky Mountain ,Rocky Mountain NP
585,2014-10-20,"Grand Canyon, Grand Canyon National Park, Coconino County, US-AZ, US",36.028912,-112.123203,Arizona,Cervus canadensis,Wapiti,Mammalia,Grand Canyon National Park,AZ,Grand Canyon ,Grand Canyon NP
586,2015-05-11,"Yosemite National Park, Yosemite National Park, CA, US",37.753938,-119.59692700000001,California,Otospermophilus beecheyi,California Ground Squirrel,Mammalia,Yosemite National Park,CA,Yosemite ,Yosemite NP
587,2015-06-05,"Channel Islands National Park, Channel Islands, Santa Barbara County, US-CA, US",34.165263068099996,-119.57537765129999,California,Urocyon littoralis santacruzae,Santa Cruz Island Fox,Mammalia,Channel Islands National Park,CA,Channel Islands ,Channel Islands NP
588,2015-06-05,"Channel Islands National Park, Channel Islands, Santa Barbara County, US-CA, US",34.04671308,-119.4930311747,California,Spilogale gracilis amphiala,Channel Islands Spotted Skunk,Mammalia,Channel Islands National Park,CA,Channel Islands ,Channel Islands NP
590,2015-06-23,"Kings Canyon/sequoia, Sequoia National Park, Sequoia and Kings Canyon National Parks, Tulare County, US-CA, US",36.5831222534,-118.75160217290001,California,Neotamias,Western Chipmunks,Mammalia,Sequoia and Kings Canyon National Park,CA,Sequoia and Kings Canyon ,Sequoia and Kings Canyon NP
