Park,observed_on,mammal_count,num_mammals_observed,Alces alces,Antilocapra americana,Bison bison,Ursus americanus,Ursus arctos,Cervus canadensis,Canis lupus,Procyon lotor,Odocoileus virginianus,Odocoileus hemionus,ParkType,Region,State,RecreationVisits,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry
Rocky Mountain NP,2019-10,8,3,1,0,0,0,0,4,0,0,0,0,National Park,Intermountain ,CO,374003,0,0,4770,3312,1055
Rocky Mountain NP,2019-11,2,2,0,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,CO,123376,0,0,387,270,101
Rocky Mountain NP,2019-12,5,3,0,0,0,0,0,4,0,0,0,0,National Park,Intermountain ,CO,113050,0,0,252,240,82
Saguaro NP,2014-01,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,AZ,77883,0,0,0,0,82
Saguaro NP,2014-11,2,2,0,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,AZ,59958,0,0,0,0,106
Saguaro NP,2015-01,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,AZ,82743,0,0,0,0,129
Saguaro NP,2015-05,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,AZ,55800,0,0,0,0,154
Saguaro NP,2015-06,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,AZ,34434,0,0,0,0,55
Saguaro NP,2015-07,2,2,0,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,AZ,41292,0,0,0,0,22
Saguaro NP,2015-08,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,AZ,37614,0,0,0,0,25
Saguaro NP,2015-09,1,1,0,0,0,0,0,0,0,0,0,1,National Park,Intermountain ,AZ,37218,0,0,0,0,120
Saguaro NP,2016-02,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,AZ,103376,0,0,0,0,206
Saguaro NP,2016-05,1,1,0,0,0,0,0,0,0,0,1,0,National Park,Intermountain ,AZ,57396,0,0,0,0,137
Saguaro NP,2016-06,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,AZ,37587,0,0,0,0,26
Saguaro NP,2017-03,2,2,0,0,0,0,0,0,0,0,1,0,National Park,Intermountain ,AZ,139654,0,0,0,0,702
Saguaro NP,2017-04,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,AZ,99335,0,0,0,0,479
Saguaro NP,2017-06,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,AZ,45316,0,0,0,0,23
Saguaro NP,2017-07,1,1,0,0,0,1,0,0,0,0,0,0,National Park,Intermountain ,AZ,51672,0,0,0,0,7
Saguaro NP,2017-08,21,12,0,0,0,2,0,0,0,0,8,0,National Park,Intermountain ,AZ,56232,0,0,0,0,51
Saguaro NP,2017-09,4,3,0,0,0,0,0,0,0,0,1,0,National Park,Intermountain ,AZ,43075,0,0,0,0,128
Saguaro NP,2017-10,5,5,0,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,AZ,59768,0,0,0,0,166
Saguaro NP,2017-11,4,3,0,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,AZ,81806,0,0,0,0,116
Saguaro NP,2017-12,19,7,0,0,0,0,0,0,0,0,8,0,National Park,Intermountain ,AZ,89984,0,0,0,0,111
Saguaro NP,2018-01,5,2,0,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,AZ,104478,0,0,0,0,132
Saguaro NP,2018-03,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,AZ,152999,0,0,0,0,637
Saguaro NP,2018-06,3,3,0,0,0,0,0,0,0,0,1,0,National Park,Intermountain ,AZ,42723,0,0,0,0,53
Saguaro NP,2018-07,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,AZ,49881,0,0,0,0,16
Saguaro NP,2018-08,2,1,0,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,AZ,49400,0,0,0,0,48
Saguaro NP,2018-09,2,2,0,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,AZ,43637,0,0,0,0,51
Saguaro NP,2019-02,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,AZ,149371,0,0,0,0,209
Saguaro NP,2019-03,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,AZ,186275,0,0,0,0,719
Saguaro NP,2019-04,4,4,0,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,AZ,117802,0,0,0,0,447
Saguaro NP,2019-05,2,2,0,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,AZ,75838,0,0,0,0,164
Saguaro NP,2019-06,3,3,0,0,0,1,0,0,0,0,0,0,National Park,Intermountain ,AZ,49481,0,0,0,0,26
Saguaro NP,2019-07,4,4,0,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,AZ,48553,0,0,0,0,19
Saguaro NP,2019-08,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,AZ,51309,0,0,0,0,16
Saguaro NP,2019-09,2,2,0,0,0,1,0,0,0,0,0,0,National Park,Intermountain ,AZ,44812,0,0,0,0,45
Saguaro NP,2019-10,1,1,0,0,0,0,0,0,0,0,1,0,National Park,Intermountain ,AZ,64529,0,0,0,0,128
Saguaro NP,2019-11,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,AZ,87053,0,0,0,0,212
Saguaro NP,2019-12,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,AZ,96235,0,0,0,0,134
Sequoia and Kings Canyon NP,2009-06,2,2,0,0,0,0,0,0,0,0,0,1,National Park,Pacific West,CA,191706,14446,0,30795,10964,5296
Sequoia and Kings Canyon NP,2010-04,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West,CA,79288,5363,0,2627,836,405
Sequoia and Kings Canyon NP,2010-07,1,1,0,0,0,1,0,0,0,0,0,0,National Park,Pacific West,CA,313572,15710,0,63390,19856,9300
Sequoia and Kings Canyon NP,2010-08,3,3,0,0,0,1,0,0,0,0,0,1,National Park,Pacific West,CA,270000,15242,0,59762,19408,13298
Sequoia and Kings Canyon NP,2011-08,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West,CA,279379,15822,0,54636,13773,12620
Sequoia and Kings Canyon NP,2012-08,8,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West,CA,352320,4253,0,55218,14176,11839
Sequoia and Kings Canyon NP,2013-07,2,2,0,0,0,1,0,0,0,0,0,0,National Park,Pacific West,CA,272084,18083,0,55930,16094,9311
Sequoia and Kings Canyon NP,2013-08,2,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West,CA,257633,17578,0,52648,12008,14052
Sequoia and Kings Canyon NP,2014-03,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West,CA,62516,6250,0,2929,932,770
Sequoia and Kings Canyon NP,2014-04,1,1,0,0,0,1,0,0,0,0,0,0,National Park,Pacific West,CA,94630,8968,0,5044,2048,1095
Sequoia and Kings Canyon NP,2014-07,4,3,0,0,0,2,0,0,0,0,0,0,National Park,Pacific West,CA,267431,16380,0,54941,15830,10901
Sequoia and Kings Canyon NP,2014-08,3,2,0,0,0,2,0,0,0,0,0,0,National Park,Pacific West,CA,264633,16737,0,54292,12100,14173
Sequoia and Kings Canyon NP,2014-10,1,1,0,0,0,1,0,0,0,0,0,0,National Park,Pacific West,CA,114454,10810,0,10125,3358,1564
Sequoia and Kings Canyon NP,2015-05,1,1,0,0,0,1,0,0,0,0,0,0,National Park,Pacific West,CA,169788,9523,0,15751,13016,2888
Sequoia and Kings Canyon NP,2015-06,4,3,0,0,0,1,0,0,0,0,0,2,National Park,Pacific West,CA,211256,17821,0,33171,12058,11075
Sequoia and Kings Canyon NP,2015-08,3,3,0,0,0,1,0,0,0,0,0,0,National Park,Pacific West,CA,243230,15668,0,47156,9111,10266
Sequoia and Kings Canyon NP,2016-02,1,1,0,0,0,0,0,0,0,0,0,1,National Park,Pacific West,CA,48086,4530,0,827,179,475
Sequoia and Kings Canyon NP,2016-03,1,1,0,0,0,0,0,0,0,0,0,1,National Park,Pacific West,CA,76269,8400,0,3870,1307,558
Sequoia and Kings Canyon NP,2016-05,2,2,0,0,0,0,0,0,0,0,0,1,National Park,Pacific West,CA,187412,9723,0,17092,7695,3224
Sequoia and Kings Canyon NP,2016-06,7,7,0,0,0,1,0,0,0,0,0,1,National Park,Pacific West,CA,245011,16059,0,48266,15064,9985
Sequoia and Kings Canyon NP,2016-07,12,8,0,0,0,0,0,0,0,0,0,4,National Park,Pacific West,CA,342385,15376,0,75786,19640,9981
Sequoia and Kings Canyon NP,2016-08,12,6,0,0,0,1,0,0,0,0,0,6,National Park,Pacific West,CA,283259,15084,0,63072,30623,13765
Sequoia and Kings Canyon NP,2016-09,14,9,0,0,0,1,0,0,0,0,0,3,National Park,Pacific West,CA,232105,9695,0,33184,17671,6893
Sequoia and Kings Canyon NP,2016-10,2,2,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West,CA,144564,8028,0,7880,5832,1794
Sequoia and Kings Canyon NP,2016-12,1,1,0,0,0,0,0,0,0,0,0,1,National Park,Pacific West,CA,59806,7702,0,1243,515,318
Sequoia and Kings Canyon NP,2017-02,1,1,0,0,0,0,0,0,0,0,0,1,National Park,Pacific West,CA,38624,3690,0,808,315,385
Sequoia and Kings Canyon NP,2017-04,2,2,0,0,0,1,0,0,0,0,0,0,National Park,Pacific West,CA,131346,9441,0,5422,2777,1190
Sequoia and Kings Canyon NP,2017-05,2,2,0,0,0,1,0,0,0,0,0,0,National Park,Pacific West,CA,207148,5284,0,15086,6515,2589
Sequoia and Kings Canyon NP,2017-06,7,4,0,0,0,1,0,0,0,0,0,0,National Park,Pacific West,CA,271617,18426,0,48533,15286,10774
Sequoia and Kings Canyon NP,2017-07,21,9,0,0,0,2,0,0,0,0,0,7,National Park,Pacific West,CA,367476,16309,0,76809,19608,16089
Sequoia and Kings Canyon NP,2017-08,6,4,0,0,0,1,0,0,0,0,0,1,National Park,Pacific West,CA,302867,16162,0,63397,16838,21278
Sequoia and Kings Canyon NP,2017-09,22,11,0,0,0,7,0,0,0,0,0,5,National Park,Pacific West,CA,232569,16352,0,34850,22193,6881
Sequoia and Kings Canyon NP,2017-10,1,1,0,0,0,0,0,0,0,0,0,1,National Park,Pacific West,CA,143264,11567,0,10424,8023,1398
Sequoia and Kings Canyon NP,2017-11,3,2,0,0,0,0,0,0,0,0,0,2,National Park,Pacific West,CA,88288,8317,0,3527,1272,590
Sequoia and Kings Canyon NP,2018-01,1,1,0,0,0,0,0,0,0,0,0,1,National Park,Pacific West,CA,59353,4182,0,1263,553,0
Sequoia and Kings Canyon NP,2018-02,1,1,0,0,0,0,0,0,0,0,0,1,National Park,Pacific West,CA,56432,4292,0,1192,550,493
Sequoia and Kings Canyon NP,2018-03,1,1,0,0,0,0,0,0,0,0,0,1,National Park,Pacific West,CA,85835,7198,0,1861,706,395
Sequoia and Kings Canyon NP,2018-04,3,2,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West,CA,122862,9070,0,5266,3110,387
Sequoia and Kings Canyon NP,2018-05,7,7,0,0,0,2,0,0,0,0,0,1,National Park,Pacific West,CA,205837,11826,0,19550,10116,2938
Sequoia and Kings Canyon NP,2018-06,17,10,0,0,0,2,0,0,0,0,0,7,National Park,Pacific West,CA,249624,19229,0,44876,16072,10774
Sequoia and Kings Canyon NP,2018-07,17,9,0,0,0,2,0,0,0,0,0,2,National Park,Pacific West,CA,316423,17198,0,74692,21761,11906
Sequoia and Kings Canyon NP,2018-08,18,8,0,0,0,0,0,0,0,0,0,7,National Park,Pacific West,CA,299687,16997,0,63502,32077,26025
Sequoia and Kings Canyon NP,2018-09,23,11,0,0,0,3,0,0,0,0,0,7,National Park,Pacific West,CA,222572,16308,0,32897,23245,6614
Sequoia and Kings Canyon NP,2018-10,7,6,0,0,0,1,0,0,0,0,0,1,National Park,Pacific West,CA,137407,11707,0,9285,8383,1829
Sequoia and Kings Canyon NP,2018-11,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West,CA,83850,8400,0,3065,1946,396
Sequoia and Kings Canyon NP,2018-12,1,1,0,0,0,1,0,0,0,0,0,0,National Park,Pacific West,CA,88735,6247,0,417,67,0
Sequoia and Kings Canyon NP,2019-02,2,2,0,0,0,1,0,0,0,0,0,0,National Park,Pacific West,CA,37964,2767,0,321,404,125
Sequoia and Kings Canyon NP,2019-03,2,2,0,0,0,0,0,0,0,0,0,1,National Park,Pacific West,CA,85410,7116,0,1841,1189,258
Sequoia and Kings Canyon NP,2019-04,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West,CA,134210,10826,0,3902,1384,908
Sequoia and Kings Canyon NP,2019-05,4,4,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West,CA,177161,10401,0,16844,2837,1986
Sequoia and Kings Canyon NP,2019-06,25,7,0,0,0,2,0,0,0,0,0,9,National Park,Pacific West,CA,244494,18260,0,30941,10176,5760
Sequoia and Kings Canyon NP,2019-07,23,10,0,0,0,5,0,0,0,0,0,4,National Park,Pacific West,CA,296073,16662,0,70602,19074,9752
Sequoia and Kings Canyon NP,2019-08,18,9,0,0,0,7,0,0,0,0,0,4,National Park,Pacific West,CA,303148,16707,0,66589,30687,17628
Sequoia and Kings Canyon NP,2019-09,10,7,0,0,0,3,0,0,0,0,0,3,National Park,Pacific West,CA,225845,16022,0,31107,23115,6858
Sequoia and Kings Canyon NP,2019-10,3,1,0,0,0,3,0,0,0,0,0,0,National Park,Pacific West,CA,173305,11819,0,10383,9479,2023
Sequoia and Kings Canyon NP,2019-11,5,3,0,0,0,3,0,0,0,0,0,2,National Park,Pacific West,CA,84941,8052,0,3088,1969,100
Sequoia and Kings Canyon NP,2019-12,2,2,0,0,0,0,0,0,0,0,0,2,National Park,Pacific West,CA,59293,5969,0,763,560,33
Shenandoah NP,2009-07,1,1,0,0,0,0,0,0,0,0,1,0,National Park,Northeast ,VA,163916,16281,0,20325,8109,4954
Shenandoah NP,2012-06,1,1,0,0,0,1,0,0,0,0,0,0,National Park,Northeast ,VA,142242,13823,0,17979,6951,8134
Shenandoah NP,2013-04,1,1,0,0,0,0,0,0,0,0,1,0,National Park,Northeast ,VA,101796,6111,0,1032,336,3504
Shenandoah NP,2013-08,2,2,0,0,0,0,0,0,0,0,1,0,National Park,Northeast ,VA,168796,14165,0,20343,6813,3959
Shenandoah NP,2014-05,1,1,0,0,0,1,0,0,0,0,0,0,National Park,Northeast ,VA,141445,9606,0,15030,6465,8906
Shenandoah NP,2014-06,1,1,0,0,0,1,0,0,0,0,0,0,National Park,Northeast ,VA,142300,15078,0,17493,7224,10555
Shenandoah NP,2015-07,2,2,0,0,0,1,0,0,0,0,1,0,National Park,Northeast ,VA,169303,15119,0,22215,7554,5142
Shenandoah NP,2015-10,1,1,0,0,0,1,0,0,0,0,0,0,National Park,Northeast ,VA,257854,14462,0,14574,8895,5640
Shenandoah NP,2016-04,3,2,0,0,0,2,0,0,0,0,1,0,National Park,Northeast ,VA,93020,7065,0,5025,1848,3685
Shenandoah NP,2016-05,4,2,0,0,0,3,0,0,0,0,1,0,National Park,Northeast ,VA,137816,11436,0,15207,5001,7772
Shenandoah NP,2016-06,1,1,0,0,0,1,0,0,0,0,0,0,National Park,Northeast ,VA,158017,17422,0,20025,7644,9242
Shenandoah NP,2016-07,2,1,0,0,0,2,0,0,0,0,0,0,National Park,Northeast ,VA,195953,15687,0,25071,8235,7738
Shenandoah NP,2016-08,9,4,0,0,0,6,0,0,0,0,1,0,National Park,Northeast ,VA,176133,16283,0,22533,7533,5019
Shenandoah NP,2016-09,2,2,0,0,0,1,0,0,0,0,0,0,National Park,Northeast ,VA,147462,15950,0,17886,8277,4899
Shenandoah NP,2016-10,2,2,0,0,0,1,0,0,0,0,1,0,National Park,Northeast ,VA,263082,16268,0,19350,11139,5909
Shenandoah NP,2016-12,1,1,0,0,0,1,0,0,0,0,0,0,National Park,Northeast ,VA,29597,286,0,0,0,116
Shenandoah NP,2017-04,1,1,0,0,0,0,0,0,0,0,1,0,National Park,Northeast ,VA,122666,10461,0,8793,3453,5890
Shenandoah NP,2017-05,3,3,0,0,0,2,0,0,0,0,1,0,National Park,Northeast ,VA,136232,12047,0,13017,5883,10959
Shenandoah NP,2017-06,10,6,0,0,0,1,0,0,0,0,4,0,National Park,Northeast ,VA,163193,18618,0,18474,7809,13336
Shenandoah NP,2017-07,6,3,0,0,0,4,0,0,0,1,1,0,National Park,Northeast ,VA,199031,15854,0,19206,6744,7759
Shenandoah NP,2017-08,1,1,0,0,0,1,0,0,0,0,0,0,National Park,Northeast ,VA,187626,16289,0,18591,7029,4892
Shenandoah NP,2017-09,2,2,0,0,0,1,0,0,0,0,1,0,National Park,Northeast ,VA,156788,14951,0,18153,7824,5727
Shenandoah NP,2017-10,2,2,0,0,0,1,0,0,0,0,1,0,National Park,Northeast ,VA,244484,15772,0,16344,11358,5624
Shenandoah NP,2017-11,1,1,0,0,0,1,0,0,0,0,0,0,National Park,Northeast ,VA,114778,250,0,1983,1278,1663
Shenandoah NP,2018-02,1,1,0,0,0,1,0,0,0,0,0,0,National Park,Northeast ,VA,19335,152,0,0,0,314
Shenandoah NP,2018-03,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Northeast ,VA,46587,280,0,1092,351,1269
Shenandoah NP,2018-04,1,1,0,0,0,0,0,0,0,0,1,0,National Park,Northeast ,VA,83868,7538,0,5340,2643,2821
Shenandoah NP,2018-05,3,2,0,0,0,2,0,0,0,0,1,0,National Park,Northeast ,VA,132856,11556,0,14661,7125,8844
Shenandoah NP,2018-06,3,3,0,0,0,1,0,0,0,0,1,0,National Park,Northeast ,VA,149418,18001,0,19104,8448,12064
Shenandoah NP,2018-07,11,3,0,0,0,3,0,0,0,0,5,0,National Park,Northeast ,VA,178769,16690,0,21228,7857,2336
Shenandoah NP,2018-08,4,2,0,0,0,3,0,0,0,0,0,0,National Park,Northeast ,VA,175955,17204,0,20694,7938,1686
Shenandoah NP,2018-09,3,2,0,0,0,2,0,0,0,0,1,0,National Park,Northeast ,VA,109786,13142,0,11157,5319,3825
Shenandoah NP,2018-10,2,2,0,0,0,1,0,0,0,0,1,0,National Park,Northeast ,VA,202362,15811,0,15036,11448,5180
Shenandoah NP,2018-11,6,3,0,0,0,4,0,0,0,0,1,0,National Park,Northeast ,VA,119320,7752,0,1944,1302,1272
Shenandoah NP,2018-12,3,2,0,0,0,1,0,0,0,0,2,0,National Park,Northeast ,VA,22826,335,0,0,0,120
Shenandoah NP,2019-01,2,2,0,0,0,0,0,0,0,0,1,0,National Park,Northeast ,VA,20245,179,0,0,0,59
Shenandoah NP,2019-04,3,2,0,0,0,1,0,0,0,0,2,0,National Park,Northeast ,VA,102672,3285,0,5328,2907,2129
Shenandoah NP,2019-05,5,3,0,0,0,3,0,0,0,0,1,0,National Park,Northeast ,VA,150297,12487,0,14373,7365,4572
Shenandoah NP,2019-06,8,5,0,0,0,3,0,0,0,0,2,0,National Park,Northeast ,VA,170492,11904,0,20916,9564,3367
Shenandoah NP,2019-07,9,3,0,0,0,5,0,0,0,0,3,0,National Park,Northeast ,VA,167335,13357,0,20550,8454,6033
Shenandoah NP,2019-08,8,5,0,0,0,3,0,0,0,0,2,0,National Park,Northeast ,VA,195579,13658,0,22545,8040,4428
Shenandoah NP,2019-09,4,3,0,0,0,0,0,0,0,0,2,0,National Park,Northeast ,VA,176271,15819,0,17175,9498,4026
Shenandoah NP,2019-10,3,2,0,0,0,1,0,0,0,0,2,0,National Park,Northeast ,VA,236554,15708,0,16206,12465,4788
Shenandoah NP,2019-11,3,1,0,0,0,3,0,0,0,0,0,0,National Park,Northeast ,VA,127014,8152,0,1770,1293,1510
Shenandoah NP,2019-12,3,2,0,0,0,0,0,0,0,0,2,0,National Park,Northeast ,VA,30183,281,0,0,0,159
Theodore Roosevelt NP,2012-07,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Midwest ,ND,120737,0,0,3124,2422,131
Theodore Roosevelt NP,2013-07,1,1,0,0,1,0,0,0,0,0,0,0,National Park,Midwest ,ND,131384,0,0,3699,3070,177
Theodore Roosevelt NP,2014-05,2,2,0,0,1,0,0,0,0,0,0,0,National Park,Midwest ,ND,58639,0,0,786,829,261
Theodore Roosevelt NP,2014-09,3,2,0,0,2,0,0,0,0,0,0,0,National Park,Midwest ,ND,77436,0,0,2630,2757,81
Theodore Roosevelt NP,2015-06,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Midwest ,ND,99939,0,0,3186,2859,33
Theodore Roosevelt NP,2016-05,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Midwest ,ND,71977,0,0,1498,1555,28
Theodore Roosevelt NP,2016-06,1,1,0,0,1,0,0,0,0,0,0,0,National Park,Midwest ,ND,122044,0,0,3148,3785,28
Theodore Roosevelt NP,2016-07,3,2,0,0,2,0,0,0,0,0,0,0,National Park,Midwest ,ND,162933,0,0,3178,3880,35
Theodore Roosevelt NP,2016-08,1,1,0,0,1,0,0,0,0,0,0,0,National Park,Midwest ,ND,160125,0,0,3842,3750,43
Theodore Roosevelt NP,2017-04,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Midwest ,ND,22137,0,0,319,275,20
Theodore Roosevelt NP,2017-06,4,3,0,0,2,0,0,0,0,0,0,0,National Park,Midwest ,ND,109297,0,0,3359,4058,76
Theodore Roosevelt NP,2017-08,2,1,0,0,0,0,0,0,0,0,0,0,National Park,Midwest ,ND,160360,0,0,3505,3896,97
Theodore Roosevelt NP,2018-05,8,6,0,1,1,0,0,0,0,0,0,1,National Park,Midwest ,ND,83865,0,0,1828,2576,47
Theodore Roosevelt NP,2018-06,2,2,0,0,0,0,0,0,0,0,0,0,National Park,Midwest ,ND,132489,0,0,3758,4115,131
Theodore Roosevelt NP,2018-07,5,3,0,0,3,0,0,0,0,0,0,0,National Park,Midwest ,ND,176271,0,0,3078,3281,151
Theodore Roosevelt NP,2018-08,3,1,0,0,3,0,0,0,0,0,0,0,National Park,Midwest ,ND,138851,0,0,3494,4304,151
Theodore Roosevelt NP,2018-09,3,3,0,1,1,0,0,0,0,0,0,0,National Park,Midwest ,ND,103766,0,0,2130,3351,81
Theodore Roosevelt NP,2018-10,3,2,0,0,0,0,0,0,0,0,0,1,National Park,Midwest ,ND,62543,0,0,310,513,11
Theodore Roosevelt NP,2018-12,12,8,0,0,3,0,0,0,0,0,0,0,National Park,Midwest ,ND,4174,0,0,3,3,0
Theodore Roosevelt NP,2019-05,14,5,0,1,7,0,0,0,0,0,0,0,National Park,Midwest ,ND,75682,0,0,1893,2133,114
Theodore Roosevelt NP,2019-06,11,5,0,0,6,0,0,0,0,0,0,1,National Park,Midwest ,ND,134590,0,0,3475,4163,155
Theodore Roosevelt NP,2019-07,15,7,0,1,1,0,0,0,0,0,0,0,National Park,Midwest ,ND,149425,0,0,3769,4722,134
Theodore Roosevelt NP,2019-08,25,12,0,1,9,0,0,0,0,0,0,1,National Park,Midwest ,ND,135584,0,0,3305,5184,189
Theodore Roosevelt NP,2019-09,6,3,0,0,0,0,0,0,0,0,0,0,National Park,Midwest ,ND,110576,0,0,3815,3488,104
Theodore Roosevelt NP,2019-10,8,4,0,0,4,0,0,0,0,0,0,1,National Park,Midwest ,ND,46043,0,0,359,483,11
Wind Cave NP,2011-06,1,1,0,1,0,0,0,0,0,0,0,0,National Park,Midwest ,SD,77861,0,0,369,264,59
Wind Cave NP,2013-07,1,1,0,0,1,0,0,0,0,0,0,0,National Park,Midwest ,SD,70989,0,0,1562,888,66
Wind Cave NP,2013-09,1,1,0,0,1,0,0,0,0,0,0,0,National Park,Midwest ,SD,71250,0,0,1005,1350,28
Wind Cave NP,2014-07,1,1,0,0,1,0,0,0,0,0,0,0,National Park,Midwest ,SD,119654,0,0,1100,1048,50
Wind Cave NP,2015-05,2,2,0,0,1,0,0,0,0,0,0,0,National Park,Midwest ,SD,69312,0,0,292,272,26
Wind Cave NP,2016-02,4,4,0,0,0,0,0,0,0,0,0,1,National Park,Midwest ,SD,13785,0,0,1,7,2
Wind Cave NP,2016-05,2,2,0,1,1,0,0,0,0,0,0,0,National Park,Midwest ,SD,51752,0,0,318,361,146
Wind Cave NP,2016-06,2,2,0,0,0,0,0,0,0,0,0,0,National Park,Midwest ,SD,114636,0,0,964,846,93
Wind Cave NP,2016-07,2,2,0,0,1,0,0,0,0,0,0,0,National Park,Midwest ,SD,124710,0,0,1296,791,91
Wind Cave NP,2016-09,4,3,0,1,2,0,0,0,0,0,0,0,National Park,Midwest ,SD,78141,0,0,294,1179,68
Wind Cave NP,2017-02,1,1,0,0,1,0,0,0,0,0,0,0,National Park,Midwest ,SD,15543,0,0,6,10,0
Wind Cave NP,2017-05,1,1,0,0,1,0,0,0,0,0,0,0,National Park,Midwest ,SD,46204,0,0,393,226,45
Wind Cave NP,2017-06,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Midwest ,SD,116823,0,0,1298,1120,141
Wind Cave NP,2017-07,3,3,0,1,1,0,0,0,0,0,0,0,National Park,Midwest ,SD,128984,0,0,2308,1031,47
Wind Cave NP,2017-08,5,3,0,1,2,0,0,0,0,0,0,0,National Park,Midwest ,SD,103518,0,0,1389,1068,124
Wind Cave NP,2018-05,2,2,0,0,1,0,0,0,0,0,0,0,National Park,Midwest ,SD,46204,0,0,451,452,61
Wind Cave NP,2018-06,2,2,0,0,1,0,0,0,0,0,0,0,National Park,Midwest ,SD,116823,0,0,634,556,82
Wind Cave NP,2018-07,2,2,0,0,0,0,0,0,0,0,0,0,National Park,Midwest ,SD,136829,0,0,1418,1058,112
Wind Cave NP,2018-08,1,1,0,0,1,0,0,0,0,0,0,0,National Park,Midwest ,SD,128984,0,0,1107,797,102
Wind Cave NP,2018-11,1,1,0,0,0,0,0,0,0,0,0,1,National Park,Midwest ,SD,15670,0,0,11,25,3
Wind Cave NP,2019-06,11,3,0,2,7,0,0,0,0,0,0,0,National Park,Midwest ,SD,125106,0,0,1069,1011,183
Wind Cave NP,2019-07,5,4,0,1,2,0,0,0,0,0,0,0,National Park,Midwest ,SD,146531,0,0,993,774,64
Wind Cave NP,2019-08,4,4,0,1,1,0,0,0,0,0,0,0,National Park,Midwest ,SD,92237,0,0,728,276,16
Wind Cave NP,2019-09,1,1,0,0,1,0,0,0,0,0,0,0,National Park,Midwest ,SD,55196,0,0,388,790,67
Yellowstone NP,2008-01,2,1,0,0,2,0,0,0,0,0,0,0,National Park,Intermountain ,WY,26864,9317,0,38,51,102
Yellowstone NP,2008-02,1,1,0,0,0,0,0,0,1,0,0,0,National Park,Intermountain ,WY,33557,10919,0,70,131,180
Yellowstone NP,2008-04,6,2,0,0,3,0,0,0,0,0,0,0,National Park,Intermountain ,WY,24433,0,0,301,355,187
Yellowstone NP,2008-05,9,2,0,0,0,0,6,0,3,0,0,0,National Park,Intermountain ,WY,217938,44852,19882,3754,4061,761
Yellowstone NP,2008-06,19,8,0,0,8,0,4,0,1,0,0,0,National Park,Intermountain ,WY,593405,118825,95929,13792,10896,4069
Yellowstone NP,2008-07,8,4,0,0,4,0,1,0,0,0,0,0,National Park,Intermountain ,WY,808110,136821,144567,23158,13194,13146
Yellowstone NP,2008-08,8,2,0,0,7,0,0,0,1,0,0,0,National Park,Intermountain ,WY,731063,135275,120805,22410,12045,13639
Yellowstone NP,2008-09,3,1,0,0,3,0,0,0,0,0,0,0,National Park,Intermountain ,WY,437552,95559,47056,12506,14083,5972
Yellowstone NP,2008-10,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,WY,145488,13045,5878,1693,2765,995
